"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"25869","ENSG00000160633","SAFB",806,1188,721,1966,499,1838
"25870","ENSG00000130255","RPL36",1010,1845,1102,3030,987,3506
"25871","ENSG00000174917","C19orf70",57,93,120,509,72,308
"25872","ENSG00000167733","HSD11B1L",12,33,30,47,23,82
"25873","ENSG00000196365","LONP1",1217,1577,995,1947,385,1767
"25874","ENSG00000174898","CATSPERD",1,0,0,0,0,4
"25875","ENSG00000212123","PRR22",2,8,6,18,6,8
"25876","ENSG00000267157","CTB-54O9.9",0,0,0,0,0,0
"25877","ENSG00000141994","DUS3L",69,120,142,534,76,289
"25878","ENSG00000263995","AC011499.1",0,0,0,0,0,0
"25879","ENSG00000171119","NRTN",0,2,3,0,0,1
"25880","ENSG00000156413","FUT6",0,0,0,0,1,0
"25881","ENSG00000171124","FUT3",0,6,0,0,1,1
"25882","ENSG00000267709","AC024592.9",0,0,0,1,0,0
"25883","ENSG00000130383","FUT5",0,1,0,0,2,0
"25884","ENSG00000267740","AC024592.12",0,0,0,0,0,0
"25885","ENSG00000174886","NDUFA11",72,86,80,332,56,175
"25886","ENSG00000266941","AC104532.3",0,0,0,1,0,0
"25887","ENSG00000267314","AC104532.2",0,0,0,0,0,0
"25888","ENSG00000187650","VMAC",53,64,31,175,29,119
"25889","ENSG00000267571","AC104532.4",9,10,3,20,1,8
"25890","ENSG00000105519","CAPS",71,94,43,232,39,134
"25891","ENSG00000031823","RANBP3",395,624,334,1657,347,933
"25892","ENSG00000266983","CTC-232P5.1",2,5,1,2,3,5
"25893","ENSG00000087903","RFX2",308,299,200,157,59,169
"25894","ENSG00000267262","CTC-232P5.3",0,0,1,0,0,0
"25895","ENSG00000267589","CTC-232P5.4",0,0,0,0,0,1
"25896","ENSG00000267299","CTB-66B24.1",1,0,0,0,0,1
"25897","ENSG00000130377","ACSBG2",2,2,0,2,0,3
"25898","ENSG00000267415","CTC-503J8.2",0,0,0,0,0,0
"25899","ENSG00000267427","CTC-503J8.6",188,340,126,674,203,502
"25900","ENSG00000130382","MLLT1",148,370,115,637,210,407
"25901","ENSG00000267563","CTC-503J8.4",0,0,0,0,0,0
"25902","ENSG00000167769","ACER1",0,0,0,0,0,0
"25903","ENSG00000269802","CTB-180A7.3",0,0,0,0,0,0
"25904","ENSG00000125656","CLPP",138,253,184,500,130,378
"25905","ENSG00000125652","ALKBH7",85,186,150,288,77,292
"25906","ENSG00000125650","PSPN",20,43,29,51,21,39
"25907","ENSG00000125651","GTF2F1",654,1112,547,1921,640,1352
"25908","ENSG00000269444","CTB-180A7.6",1,4,1,2,3,10
"25909","ENSG00000214347","CTB-180A7.8",0,0,0,0,0,0
"25910","ENSG00000088247","KHSRP",1292,1988,1122,4431,1244,3564
"25911","ENSG00000266722","MIR3940",2,0,0,0,1,0
"25912","ENSG00000181240","SLC25A41",1,0,0,0,0,0
"25913","ENSG00000125648","SLC25A23",23,17,14,286,20,54
"25914","ENSG00000130545","CRB3",0,1,0,1,0,0
"25915","ENSG00000205744","DENND1C",353,569,263,1250,329,858
"25916","ENSG00000104833","TUBB4A",2,4,2,7,2,6
"25917","ENSG00000268203","CTD-2396E7.9",0,0,0,0,0,0
"25918","ENSG00000268191","CTD-2396E7.10",0,0,0,0,0,0
"25919","ENSG00000125657","TNFSF9",55,79,64,24,15,52
"25920","ENSG00000268742","CTD-2396E7.7",0,0,0,0,0,0
"25921","ENSG00000269546","CTD-2396E7.8",0,0,0,0,0,0
"25922","ENSG00000199223","Y_RNA",0,0,0,0,0,0
"25923","ENSG00000125726","CD70",5,7,0,9,13,3
"25924","ENSG00000268785","RPL7P50",1,2,3,2,1,0
"25925","ENSG00000125735","TNFSF14",1184,336,246,77,36,228
"25926","ENSG00000125730","C3",2312,251,427,270,34,172
"25927","ENSG00000125734","GPR108",1437,1780,944,1491,615,1596
"25928","ENSG00000125733","TRIP10",564,618,226,1056,395,658
"25929","ENSG00000269680","CTD-3128G10.6",13,4,3,11,3,10
"25930","ENSG00000125731","SH2D3A",9,13,5,26,9,14
"25931","ENSG00000141968","VAV1",1197,1276,1163,1946,296,1481
"25932","ENSG00000174837","EMR1",9,30,18,131,148,85
"25933","ENSG00000265353","AC020895.1",0,0,0,2,0,0
"25934","ENSG00000269385","CTC-312O10.2",0,1,0,1,0,0
"25935","ENSG00000268758","EMR4P",200,250,230,467,224,1477
"25936","ENSG00000268845","RP11-1137G4.3",2,4,2,3,0,16
"25937","ENSG00000269761","RP11-1137G4.4",0,0,0,0,0,0
"25938","ENSG00000204752","AC025278.1",0,0,0,0,0,0
"25939","ENSG00000196589","CTB-25J19.1",0,0,0,0,0,0
"25940","ENSG00000237247","MBD3L5",0,0,0,0,0,0
"25941","ENSG00000205718","MBD3L4",0,0,0,0,0,0
"25942","ENSG00000230522","MBD3L2",0,0,0,0,0,0
"25943","ENSG00000182315","MBD3L3",0,0,0,0,0,0
"25944","ENSG00000130544","ZNF557",69,114,73,133,47,109
"25945","ENSG00000269163","CTB-25J19.9",0,0,0,0,0,0
"25946","ENSG00000171105","INSR",524,750,363,637,302,1030
"25947","ENSG00000266483","AC010311.1",0,0,0,0,0,0
"25948","ENSG00000265748","AC125387.1",1,0,0,0,0,0
"25949","ENSG00000263264","CTB-133G6.1",2,5,1,34,1,11
"25950","ENSG00000268861","CTD-2207O23.3",0,0,0,1,0,0
"25951","ENSG00000267852","CTB-133G6.2",2,1,2,0,1,0
"25952","ENSG00000104880","ARHGEF18",161,297,151,734,201,498
"25953","ENSG00000104883","PEX11G",7,19,11,49,8,30
"25954","ENSG00000198723","C19orf45",1,13,0,2,5,4
"25955","ENSG00000267952","CTD-2207O23.12",0,0,0,0,0,0
"25956","ENSG00000198816","ZNF358",45,48,20,214,43,125
"25957","ENSG00000269371","CTD-2207O23.11",0,0,0,0,0,0
"25958","ENSG00000090674","MCOLN1",305,609,307,2298,386,731
"25959","ENSG00000268614","CTD-2207O23.10",0,0,0,0,0,0
"25960","ENSG00000032444","PNPLA6",993,2370,765,6483,1062,2711
"25961","ENSG00000076826","CAMSAP3",4,3,5,11,2,2
"25962","ENSG00000076924","XAB2",290,542,394,1055,338,1093
"25963","ENSG00000229833","PET100",42,73,60,175,35,124
"25964","ENSG00000268400","CTD-3214H19.4",0,0,0,0,0,0
"25965","ENSG00000174788","PCP2",10,8,9,31,5,33
"25966","ENSG00000268204","CTD-3214H19.6",17,16,14,34,2,54
"25967","ENSG00000076944","STXBP2",684,950,458,2284,505,1408
"25968","ENSG00000269228","CTD-3214H19.12",0,0,1,0,0,0
"25969","ENSG00000104918","RETN",3,4,9,15,6,17
"25970","ENSG00000183019","C19orf59",189,202,290,28,20,108
"25971","ENSG00000269711","CTD-3214H19.16",0,1,0,0,0,0
"25972","ENSG00000181029","TRAPPC5",2,0,1,4,0,2
"25973","ENSG00000104921","FCER2",1727,2763,649,7703,1618,6625
"25974","ENSG00000182566","CLEC4G",170,217,95,2853,183,666
"25975","ENSG00000090659","CD209",3744,3813,1711,31226,2536,9977
"25976","ENSG00000242636","RPL21P129",0,1,0,1,0,0
"25977","ENSG00000104938","CLEC4M",0,0,1,23,4,6
"25978","ENSG00000268297","CLEC4GP1",0,0,0,196,12,7
"25979","ENSG00000269763","EXOSC3P2",0,0,0,0,0,0
"25980","ENSG00000142459","EVI5L",84,166,55,528,95,208
"25981","ENSG00000183248","CTD-3193O13.9",1,0,0,1,2,4
"25982","ENSG00000268120","CTD-3193O13.11",0,0,0,0,0,0
"25983","ENSG00000269153","CTD-3193O13.10",2,1,0,3,0,1
"25984","ENSG00000199900","RNA5SP463",0,0,0,0,0,0
"25985","ENSG00000171017","LRRC8E",1,0,1,0,0,0
"25986","ENSG00000214248","AC010336.1",0,0,0,1,0,0
"25987","ENSG00000264166","RN7SL115P",0,0,0,0,0,0
"25988","ENSG00000076984","MAP2K7",249,419,201,824,298,672
"25989","ENSG00000268149","CTD-3193O13.13",0,0,0,0,0,0
"25990","ENSG00000260001","TGFBR3L",3,2,5,4,3,12
"25991","ENSG00000260500","CTD-3193O13.1",0,0,1,2,0,0
"25992","ENSG00000104976","SNAPC2",229,332,117,556,146,307
"25993","ENSG00000178531","CTXN1",7,3,1,2,0,8
"25994","ENSG00000269139","CTD-3193O13.8",0,0,0,1,0,0
"25995","ENSG00000104980","TIMM44",263,298,164,574,118,382
"25996","ENSG00000066044","ELAVL1",520,603,454,1343,328,948
"25997","ENSG00000269813","CTD-3193O13.14",0,0,0,0,0,0
"25998","ENSG00000267939","CTD-2325M2.1",2,1,1,4,1,1
"25999","ENSG00000131142","CCL25",0,0,0,0,0,0
"26000","ENSG00000142449","FBN3",0,0,0,1,0,1
"26001","ENSG00000269651","CTD-3020H12.3",0,0,0,0,0,0
"26002","ENSG00000090661","CERS4",24,33,16,24,27,112
"26003","ENSG00000271717","CTD-3020H12.4",0,0,0,0,0,1
"26004","ENSG00000167775","CD320",12,5,12,193,44,64
"26005","ENSG00000167774","NDUFA7",0,1,0,1,0,0
"26006","ENSG00000267855","NDUFA7",7,2,3,13,3,17
"26007","ENSG00000233927","RPS28",647,1713,1112,3575,1406,4178
"26008","ENSG00000186994","KANK3",6,5,1,6,6,19
"26009","ENSG00000265364","AC010323.1",0,0,0,0,0,0
"26010","ENSG00000268884","CTD-2550O8.7",0,0,0,1,0,1
"26011","ENSG00000167772","ANGPTL4",24,19,62,318,20,121
"26012","ENSG00000269386","RAB11B-AS1",6,3,8,39,7,22
"26013","ENSG00000265390","MIR4999",1,0,0,0,0,0
"26014","ENSG00000185236","RAB11B",377,620,401,1678,322,1020
"26015","ENSG00000099785","MARCH2",239,546,241,1136,336,509
"26016","ENSG00000268931","RP11-886P16.6",0,1,1,2,0,0
"26017","ENSG00000099783","HNRNPM",692,1055,996,4577,513,2198
"26018","ENSG00000133246","PRAM1",667,962,287,688,170,762
"26019","ENSG00000133250","ZNF414",29,65,25,156,28,99
"26020","ENSG00000142347","MYO1F",3394,4901,2505,8823,1843,7143
"26021","ENSG00000265528","AC092316.2",1,1,0,0,0,0
"26022","ENSG00000268618","AC092316.1",2,1,0,1,0,0
"26023","ENSG00000142303","ADAMTS10",43,76,26,257,106,363
"26024","ENSG00000267986","AC130469.2",0,0,0,4,0,3
"26025","ENSG00000268480","CTD-2586B10.1",0,0,0,0,0,0
"26026","ENSG00000261866","AC092566.1",0,0,0,0,0,0
"26027","ENSG00000181786","ACTL9",0,0,0,0,0,0
"26028","ENSG00000269244","RPL23AP78",0,0,0,4,0,0
"26029","ENSG00000181733","OR2Z1",0,0,0,0,0,0
"26030","ENSG00000268922","CTD-2557P19.4",0,0,0,0,0,0
"26031","ENSG00000167785","ZNF558",395,476,234,589,220,651
"26032","ENSG00000269300","CTD-2529P6.3",2,3,0,0,1,3
"26033","ENSG00000170948","MBD3L1",0,0,0,0,0,0
"26034","ENSG00000269400","CTD-2529P6.4",0,0,0,1,0,2
"26035","ENSG00000181143","MUC16",1,0,0,1,0,0
"26036","ENSG00000267332","CTD-2596O15.1",0,0,0,0,0,0
"26037","ENSG00000267154","OR1M4P",0,0,0,0,0,0
"26038","ENSG00000170929","OR1M1",0,0,0,0,0,0
"26039","ENSG00000170923","OR7G2",0,0,0,0,0,0
"26040","ENSG00000161807","OR7G1",0,0,0,0,0,0
"26041","ENSG00000170920","OR7G3",0,0,0,0,0,0
"26042","ENSG00000130803","ZNF317",645,713,395,2205,556,1460
"26043","ENSG00000267418","TCEB1P29",0,0,0,0,0,0
"26044","ENSG00000188000","OR7D2",0,0,0,2,1,3
"26045","ENSG00000267775","OR7E16P",0,0,0,0,0,0
"26046","ENSG00000187847","OR7E25P",0,0,0,0,1,0
"26047","ENSG00000174667","OR7D4",0,0,0,0,0,0
"26048","ENSG00000188314","OR7D1P",0,0,0,0,0,0
"26049","ENSG00000237521","OR7E24",0,0,0,0,1,0
"26050","ENSG00000180926","OR7E18P",0,0,0,0,0,0
"26051","ENSG00000225980","OR7E19P",0,0,0,0,0,0
"26052","ENSG00000226480","OR7H1P",0,0,0,0,0,0
"26053","ENSG00000267510","CTC-325H20.4",7,15,5,16,11,21
"26054","ENSG00000196110","ZNF699",81,107,45,158,52,176
"26055","ENSG00000188321","ZNF559",132,167,94,379,91,363
"26056","ENSG00000270011","ZNF559-ZNF177",0,0,0,0,1,2
"26057","ENSG00000188629","ZNF177",0,0,0,0,0,0
"26058","ENSG00000266912","CTC-325H20.2",4,3,2,2,1,6
"26059","ENSG00000270614","CTC-325H20.7",2,1,0,1,1,3
"26060","ENSG00000174652","ZNF266",459,580,417,1164,292,1511
"26061","ENSG00000198028","ZNF560",0,0,2,1,0,3
"26062","ENSG00000267273","CTC-543D15.3",0,0,0,0,0,0
"26063","ENSG00000260112","CTC-543D15.1",0,0,0,2,2,0
"26064","ENSG00000130818","ZNF426",136,180,87,192,73,174
"26065","ENSG00000197961","ZNF121",352,257,137,623,207,629
"26066","ENSG00000171469","ZNF561",313,341,172,782,239,650
"26067","ENSG00000267106","C19orf82",35,25,25,60,11,75
"26068","ENSG00000171466","ZNF562",404,396,306,722,210,712
"26069","ENSG00000239830","RPS4XP22",2,2,4,1,1,13
"26070","ENSG00000224689","ZNF812",4,6,0,15,0,1
"26071","ENSG00000267490","CTD-3116E22.6",0,0,0,0,0,0
"26072","ENSG00000267612","CTD-3116E22.7",0,0,0,2,1,2
"26073","ENSG00000196605","ZNF846",88,130,59,303,80,232
"26074","ENSG00000267370","CTD-2623N2.3",13,7,4,41,10,21
"26075","ENSG00000267741","UBE2L4",2,1,4,1,1,1
"26076","ENSG00000265379","AC008752.2",2,0,0,1,0,1
"26077","ENSG00000266950","CTD-2623N2.5",0,0,0,0,0,0
"26078","ENSG00000127452","FBXL12",154,307,159,448,174,402
"26079","ENSG00000200237","SNORA70",0,0,0,0,0,1
"26080","ENSG00000267119","RPL10P15",3,5,0,5,2,9
"26081","ENSG00000216102","AC008752.1",0,1,0,0,0,0
"26082","ENSG00000263493","RN7SL94P",0,0,0,0,0,0
"26083","ENSG00000198258","UBL5",448,767,655,1442,385,1296
"26084","ENSG00000267289","CTD-2623N2.11",0,1,2,0,0,2
"26085","ENSG00000127445","PIN1",151,291,214,738,180,566
"26086","ENSG00000266247","AC008752.3",0,0,0,0,0,1
"26087","ENSG00000105088","OLFM2",19,4,6,52,1,43
"26088","ENSG00000080573","COL5A3",6,0,1,49,11,4
"26089","ENSG00000267650","CTD-2553C6.1",0,0,0,0,0,0
"26090","ENSG00000080511","RDH8",0,0,0,0,0,1
"26091","ENSG00000167798","C3P1",0,0,0,0,0,0
"26092","ENSG00000266204","MIR5589",0,0,0,0,0,0
"26093","ENSG00000130813","C19orf66",265,383,157,547,151,344
"26094","ENSG00000267387","CTD-2240E14.4",8,1,3,4,1,2
"26095","ENSG00000130812","ANGPTL6",99,60,19,105,43,210
"26096","ENSG00000243207","PPAN-P2RY11",0,0,0,2,0,0
"26097","ENSG00000130810","PPAN",20,16,9,103,15,75
"26098","ENSG00000209645","SNORD105",0,0,0,0,0,2
"26099","ENSG00000238531","SNORD105B",0,0,0,0,0,0
"26100","ENSG00000244165","P2RY11",74,63,34,413,72,209
"26101","ENSG00000130811","EIF3G",678,1296,660,3110,994,2973
"26102","ENSG00000130816","DNMT1",1507,2983,875,9955,2962,7196
"26103","ENSG00000175898","CTD-2369P2.2",217,283,100,704,241,805
"26104","ENSG00000267534","S1PR2",90,130,38,352,104,341
"26105","ENSG00000264266","MIR4322",0,0,0,2,0,0
"26106","ENSG00000105364","MRPL4",153,233,197,679,116,522
"26107","ENSG00000266978","CTD-2369P2.5",4,12,8,10,2,7
"26108","ENSG00000267105","CTD-2369P2.4",0,0,0,0,0,0
"26109","ENSG00000090339","ICAM1",6096,10153,6487,7128,1641,3752
"26110","ENSG00000267607","CTD-2369P2.8",0,13,13,8,0,8
"26111","ENSG00000105371","ICAM4",0,0,0,0,0,0
"26112","ENSG00000105376","ICAM5",570,576,236,182,150,1046
"26113","ENSG00000220201","ZGLP1",48,90,73,76,46,220
"26114","ENSG00000167807","CTD-2369P2.10",0,0,0,0,0,0
"26115","ENSG00000267673","FDX1L",1,1,1,0,0,1
"26116","ENSG00000267303","CTD-2369P2.12",0,0,0,0,0,1
"26117","ENSG00000161847","RAVER1",232,305,119,634,137,404
"26118","ENSG00000076662","ICAM3",332,956,535,363,165,1121
"26119","ENSG00000105397","TYK2",1777,2237,780,5987,1106,3325
"26120","ENSG00000105401","CDC37",1614,2240,987,5071,1333,2866
"26121","ENSG00000221566","MIR1181",0,0,0,0,0,0
"26122","ENSG00000065989","PDE4A",1194,1512,656,2618,952,2727
"26123","ENSG00000079999","KEAP1",379,494,264,1377,299,805
"26124","ENSG00000267197","CTC-429L19.3",1,5,3,4,5,7
"26125","ENSG00000180739","S1PR5",4,2,0,12,2,2
"26126","ENSG00000130734","ATG4D",79,149,112,217,59,148
"26127","ENSG00000238364","RNU7-140P",0,0,0,2,1,0
"26128","ENSG00000221410","MIR1238",1,0,0,0,0,0
"26129","ENSG00000129347","KRI1",157,259,139,506,116,535
"26130","ENSG00000129355","CDKN2D",58,174,75,49,14,103
"26131","ENSG00000129354","AP1M2",27,6,4,1,0,0
"26132","ENSG00000271010","CTC-539A10.7",0,0,0,0,0,0
"26133","ENSG00000129353","SLC44A2",1222,1106,617,399,159,381
"26134","ENSG00000226104","AC011475.1",0,1,0,0,0,0
"26135","ENSG00000267100","ILF3-AS1",84,147,158,187,26,255
"26136","ENSG00000129351","ILF3",1543,2124,1270,6097,1148,3975
"26137","ENSG00000213339","QTRT1",41,88,76,354,46,231
"26138","ENSG00000079805","DNM2",2425,3708,1521,7572,2043,4180
"26139","ENSG00000207972","MIR638",0,0,0,0,0,0
"26140","ENSG00000265879","MIR4748",0,0,0,0,0,1
"26141","ENSG00000207752","MIR199A1",0,1,0,1,0,1
"26142","ENSG00000099203","TMED1",58,77,57,123,32,104
"26143","ENSG00000214212","C19orf38",238,579,347,404,217,767
"26144","ENSG00000267544","AC007229.3",0,4,3,2,1,3
"26145","ENSG00000142453","CARM1",510,803,414,2766,519,1448
"26146","ENSG00000130733","YIPF2",100,200,100,514,108,297
"26147","ENSG00000142444","C19orf52",88,125,64,257,80,228
"26148","ENSG00000127616","SMARCA4",665,925,494,2746,630,1729
"26149","ENSG00000266936","CTC-215O4.4",0,1,0,3,0,1
"26150","ENSG00000266352","RN7SL192P",3,1,1,3,0,0
"26151","ENSG00000130164","LDLR",168,105,363,647,19,100
"26152","ENSG00000161888","SPC24",4,3,2,3,4,11
"26153","ENSG00000197256","KANK2",33,40,13,212,71,65
"26154","ENSG00000130158","DOCK6",144,209,111,113,46,302
"26155","ENSG00000267082","CTC-510F12.2",9,5,0,1,0,4
"26156","ENSG00000265747","RN7SL298P",1,0,0,0,0,0
"26157","ENSG00000130173","C19orf80",0,0,2,1,0,0
"26158","ENSG00000130167","TSPAN16",0,1,0,3,2,0
"26159","ENSG00000267174","CTC-510F12.4",1,7,3,3,0,6
"26160","ENSG00000105514","RAB3D",202,418,87,377,201,328
"26161","ENSG00000267576","CTC-510F12.6",0,0,0,0,0,0
"26162","ENSG00000105518","TMEM205",284,299,217,485,145,362
"26163","ENSG00000183401","CCDC159",138,245,94,486,130,327
"26164","ENSG00000105520","DKFZP761J1410",173,419,160,413,157,394
"26165","ENSG00000267277","CTD-2342J14.6",2,1,0,4,2,2
"26166","ENSG00000173928","SWSAP1",20,19,13,83,16,55
"26167","ENSG00000187266","EPOR",86,147,59,138,70,179
"26168","ENSG00000205517","RGL3",45,28,4,59,10,26
"26169","ENSG00000202357","Y_RNA",0,0,0,0,0,0
"26170","ENSG00000198003","CCDC151",8,16,4,7,2,27
"26171","ENSG00000130175","PRKCSH",1499,2460,1332,4454,1311,4311
"26172","ENSG00000238349","snoU13",2,1,1,1,1,0
"26173","ENSG00000196361","ELAVL3",0,0,0,0,0,1
"26174","ENSG00000267477","CTC-398G3.6",0,0,0,0,0,0
"26175","ENSG00000265149","RN7SL669P",0,0,1,0,0,0
"26176","ENSG00000161914","ZNF653",30,30,18,73,16,51
"26177","ENSG00000130159","ECSIT",88,162,127,402,88,243
"26178","ENSG00000244080","RN7SL833P",0,0,1,0,0,0
"26179","ENSG00000213304","CTC-398G3.1",2,1,4,0,2,1
"26180","ENSG00000213303","CTC-398G3.2",3,0,3,5,0,3
"26181","ENSG00000130176","CNN1",0,1,0,0,0,0
"26182","ENSG00000130165","ELOF1",187,356,198,459,162,433
"26183","ENSG00000198551","ZNF627",102,105,46,173,66,188
"26184","ENSG00000102575","ACP5",5819,3840,1745,12964,2067,6346
"26185","ENSG00000249840","AC020947.2",0,1,0,1,0,0
"26186","ENSG00000197332","ZNF833P",0,0,1,0,0,0
"26187","ENSG00000267500","CTD-2006C1.6",0,1,0,1,1,0
"26188","ENSG00000214223","HNRNPA1P10",1,0,2,6,4,3
"26189","ENSG00000267343","CTC-499B15.4",0,0,0,0,0,0
"26190","ENSG00000197933","ZNF823",12,12,5,77,32,61
"26191","ENSG00000266922","CTC-499B15.6",0,0,0,2,1,1
"26192","ENSG00000220949","CTC-499B15.1",0,0,0,0,0,0
"26193","ENSG00000197044","ZNF441",66,88,30,132,56,109
"26194","ENSG00000267646","CTC-499B15.7",0,0,0,0,0,0
"26195","ENSG00000177599","ZNF491",4,8,1,40,4,16
"26196","ENSG00000171295","ZNF440",92,150,90,259,73,289
"26197","ENSG00000267089","CTC-499B15.8",0,0,0,0,0,0
"26198","ENSG00000171291","ZNF439",31,22,13,117,23,69
"26199","ENSG00000198429","ZNF69",8,5,6,95,15,50
"26200","ENSG00000196757","ZNF700",132,203,103,397,98,466
"26201","ENSG00000197054","ZNF763",8,18,0,37,10,14
"26202","ENSG00000267179","ZNF763",0,0,0,0,1,0
"26203","ENSG00000267274","CTD-2006C1.12",2,5,0,11,3,7
"26204","ENSG00000219665","CTD-2006C1.2",23,43,28,103,33,100
"26205","ENSG00000252060","RNA5SP464",1,1,0,2,0,0
"26206","ENSG00000197647","ZNF433",8,14,2,68,24,37
"26207","ENSG00000257355","CTD-2006C1.10",0,0,0,0,0,0
"26208","ENSG00000212497","RNA5SP465",0,0,0,0,0,0
"26209","ENSG00000257446","ZNF878",1,3,1,7,2,9
"26210","ENSG00000223547","ZNF844",154,211,76,277,141,305
"26211","ENSG00000252546","RNA5SP466",0,0,0,0,0,0
"26212","ENSG00000199444","Y_RNA",0,0,1,0,0,0
"26213","ENSG00000188474","ZNF788",0,0,0,0,0,0
"26214","ENSG00000214189","ZNF788",0,1,1,2,0,3
"26215","ENSG00000132010","ZNF20",1,5,1,5,1,4
"26216","ENSG00000237273","RSL24D1P8",0,0,0,0,0,0
"26217","ENSG00000212576","RNA5SP467",0,0,0,0,0,0
"26218","ENSG00000213297","ZNF625-ZNF20",0,0,0,0,0,0
"26219","ENSG00000257591","ZNF625",0,0,0,2,4,1
"26220","ENSG00000242615","CTC-359D24.3",0,1,1,6,4,4
"26221","ENSG00000196646","ZNF136",143,242,141,273,76,318
"26222","ENSG00000234773","CTD-2666L21.1",0,0,0,1,0,1
"26223","ENSG00000197857","ZNF44",57,118,60,203,48,164
"26224","ENSG00000213293","CTD-2666L21.3",0,0,0,2,1,2
"26225","ENSG00000234750","CTD-2666L21.2",1,2,1,7,0,4
"26226","ENSG00000188868","ZNF563",23,18,14,64,11,28
"26227","ENSG00000261280","CTD-3105H18.13",0,1,1,1,0,1
"26228","ENSG00000198342","ZNF442",4,8,5,19,12,15
"26229","ENSG00000231361","CTD-3105H18.5",0,0,0,0,0,0
"26230","ENSG00000268744","CTD-3105H18.14",0,0,1,2,0,1
"26231","ENSG00000248406","CTD-3105H18.4",0,0,0,0,0,0
"26232","ENSG00000196466","ZNF799",24,37,33,104,37,124
"26233","ENSG00000268870","CTD-3105H18.16",0,0,0,0,0,0
"26234","ENSG00000180855","ZNF443",9,9,2,49,12,27
"26235","ENSG00000269755","CTD-3105H18.18",0,0,0,1,0,1
"26236","ENSG00000234848","CTD-3105H18.7",0,0,0,0,1,0
"26237","ENSG00000242852","ZNF709",0,0,1,1,0,1
"26238","ENSG00000196826","ZNF709",0,0,0,0,0,0
"26239","ENSG00000236483","CTD-3105H18.8",0,0,2,0,0,0
"26240","ENSG00000232579","CTD-3105H18.10",0,0,0,0,0,0
"26241","ENSG00000230321","CTD-3105H18.9",0,0,0,0,0,0
"26242","ENSG00000234003","CTD-3105H18.11",0,1,0,1,0,1
"26243","ENSG00000235686","PPIAP20",0,0,0,1,0,0
"26244","ENSG00000249709","ZNF564",2,2,1,6,1,12
"26245","ENSG00000269693","CTD-2192J16.20",4,4,3,9,4,10
"26246","ENSG00000269560","CTD-2192J16.21",2,0,3,0,0,3
"26247","ENSG00000230310","CTD-2192J16.11",1,2,1,1,0,6
"26248","ENSG00000213290","PGK1P2",21,19,19,15,9,15
"26249","ENSG00000188033","ZNF490",25,19,15,71,14,41
"26250","ENSG00000173875","ZNF791",282,335,192,492,155,505
"26251","ENSG00000221343","AC010422.1",0,0,0,0,0,0
"26252","ENSG00000178464","CTD-2192J16.15",75,71,53,105,38,140
"26253","ENSG00000269242","CTD-2192J16.22",2,1,1,7,1,1
"26254","ENSG00000104774","MAN2B1",5290,5786,1766,17516,3948,11157
"26255","ENSG00000269590","CTD-2192J16.24",0,0,0,0,0,0
"26256","ENSG00000123154","WDR83",47,55,31,199,34,127
"26257","ENSG00000105583","WDR83OS",184,307,179,600,171,506
"26258","ENSG00000095059","DHPS",361,637,353,903,334,1142
"26259","ENSG00000268945","CTD-2192J16.26",0,0,1,4,3,2
"26260","ENSG00000132004","FBXW9",5,14,25,52,9,50
"26261","ENSG00000267791","CTD-2659N19.2",0,0,0,0,0,0
"26262","ENSG00000105576","TNPO2",343,428,229,1168,244,655
"26263","ENSG00000209702","SNORD41",0,0,0,0,0,0
"26264","ENSG00000267004","CTD-2659N19.4",0,0,0,0,0,0
"26265","ENSG00000123144","C19orf43",491,689,400,1354,299,938
"26266","ENSG00000198356","ASNA1",419,534,477,1586,252,912
"26267","ENSG00000039987","BEST2",0,1,1,3,0,0
"26268","ENSG00000095066","HOOK2",150,154,95,376,105,367
"26269","ENSG00000267212","CTD-2659N19.9",5,3,2,0,1,1
"26270","ENSG00000263800","MIR5684",0,0,1,1,0,0
"26271","ENSG00000171223","JUNB",4510,5151,2606,7204,1144,4619
"26272","ENSG00000167815","PRDX2",274,267,129,1326,244,818
"26273","ENSG00000267062","CTD-2659N19.10",0,0,0,0,0,0
"26274","ENSG00000104889","RNASEH2A",48,108,90,175,44,156
"26275","ENSG00000132026","RTBDN",0,1,0,0,1,0
"26276","ENSG00000267424","CTD-2265O21.3",0,0,0,0,0,0
"26277","ENSG00000105613","MAST1",2,5,4,4,0,8
"26278","ENSG00000265759","AC020934.1",1,0,0,0,0,0
"26279","ENSG00000105612","DNASE2",809,532,513,1088,111,663
"26280","ENSG00000267735","CTD-2265O21.7",0,0,0,0,0,0
"26281","ENSG00000105610","KLF1",0,0,0,12,0,4
"26282","ENSG00000105607","GCDH",28,66,71,259,52,192
"26283","ENSG00000240616","AD000092.3",9,13,13,19,7,21
"26284","ENSG00000161860","SYCE2",4,3,3,12,1,14
"26285","ENSG00000266721","MIR5695",0,1,0,0,0,1
"26286","ENSG00000179115","FARSA",347,352,278,1258,244,713
"26287","ENSG00000266975","CTC-425F1.2",2,1,0,2,0,0
"26288","ENSG00000179218","CALR",2880,4374,2932,20205,2831,8698
"26289","ENSG00000267458","CTC-425F1.4",0,0,0,0,0,0
"26290","ENSG00000179262","RAD23A",1170,1703,871,2598,808,2004
"26291","ENSG00000179271","GADD45GIP1",84,140,112,525,141,301
"26292","ENSG00000222492","AC092069.1",0,0,0,0,0,0
