"","Geneid","gene_name","M1_1","M1_2","M1_3","M2_1","M2_2","M2_3"
"26293","ENSG00000179284","DAND5",1,0,0,0,1,2
"26294","ENSG00000008441","NFIX",121,238,120,72,20,71
"26295","ENSG00000267417","CTC-239J10.1",0,0,0,0,0,0
"26296","ENSG00000267610","AC007787.2",0,0,0,0,0,0
"26297","ENSG00000104903","LYL1",177,307,55,500,115,228
"26298","ENSG00000104907","TRMT1",117,134,134,714,114,443
"26299","ENSG00000160877","NACC1",582,548,262,1642,290,720
"26300","ENSG00000266897","AC005546.2",6,4,0,6,1,6
"26301","ENSG00000267512","CTC-250I14.3",0,0,0,0,0,0
"26302","ENSG00000104915","STX10",555,809,367,1318,331,1301
"26303","ENSG00000160888","IER2",609,773,249,1569,185,468
"26304","ENSG00000267598","CTC-250I14.6",0,0,0,0,0,0
"26305","ENSG00000213253","CTC-250I14.1",2,2,0,2,0,3
"26306","ENSG00000141837","CACNA1A",5,3,14,6,0,13
"26307","ENSG00000252177","AC005513.1",0,0,0,0,0,0
"26308","ENSG00000104957","CCDC130",271,356,204,552,151,570
"26309","ENSG00000037757","MRI1",73,99,32,384,106,239
"26310","ENSG00000267633","CTB-5E10.3",0,0,0,0,0,0
"26311","ENSG00000104979","C19orf53",235,346,307,790,206,720
"26312","ENSG00000214109","AC008686.1",0,0,0,0,0,0
"26313","ENSG00000132003","ZSWIM4",438,398,198,358,141,176
"26314","ENSG00000267582","CTD-3252C9.2",3,3,1,1,0,0
"26315","ENSG00000266770","RN7SL619P",0,0,0,0,0,0
"26316","ENSG00000267519","MIR24-2",555,239,179,390,94,312
"26317","ENSG00000207808","MIR27A",7,6,4,0,0,0
"26318","ENSG00000207980","MIR23A",15,6,3,3,1,3
"26319","ENSG00000187556","NANOS3",9,1,2,2,0,1
"26320","ENSG00000207613","MIR181C",1,0,1,0,0,0
"26321","ENSG00000207585","MIR181D",0,0,0,0,0,0
"26322","ENSG00000132016","C19orf57",10,11,16,11,8,31
"26323","ENSG00000132024","CC2D1A",250,330,162,945,217,536
"26324","ENSG00000132000","PODNL1",4,6,3,54,13,9
"26325","ENSG00000132017","DCAF15",205,250,176,759,160,466
"26326","ENSG00000132005","RFX1",120,123,55,571,96,275
"26327","ENSG00000171136","RLN3",0,0,0,0,0,0
"26328","ENSG00000267670","CTB-55O6.4",0,0,0,2,0,0
"26329","ENSG00000104998","IL27RA",842,460,285,4368,542,2264
"26330","ENSG00000187867","PALM3",0,0,1,0,0,1
"26331","ENSG00000228887","EEF1DP1",3,2,7,11,5,7
"26332","ENSG00000141854","hsa-mir-1199",24,31,19,136,26,134
"26333","ENSG00000188032","C19orf67",1,0,1,1,1,0
"26334","ENSG00000141858","SAMD1",256,295,133,1000,261,651
"26335","ENSG00000072062","PRKACA",1019,1518,663,3026,903,1527
"26336","ENSG00000267783","CTB-55O6.10",3,2,0,0,0,7
"26337","ENSG00000105011","ASF1B",96,111,63,43,33,70
"26338","ENSG00000267169","CTB-55O6.12",95,97,24,212,57,100
"26339","ENSG00000072071","LPHN1",130,115,34,423,100,232
"26340","ENSG00000240803","RN7SL231P",0,0,0,0,0,0
"26341","ENSG00000267723","CTD-2189E23.1",0,0,1,0,0,0
"26342","ENSG00000267406","CTD-2189E23.2",0,0,0,0,0,0
"26343","ENSG00000266913","CTC-548K16.2",7,17,12,0,0,2
"26344","ENSG00000267147","CTC-548K16.1",0,0,0,0,0,0
"26345","ENSG00000123146","CD97",3178,3968,2968,2511,940,2003
"26346","ENSG00000267379","CTC-548K16.5",0,0,0,0,0,0
"26347","ENSG00000123136","DDX39A",348,962,560,1552,234,830
"26348","ENSG00000123143","PKN1",441,937,550,2868,650,1790
"26349","ENSG00000267474","CTC-548K16.6",1,1,0,1,0,1
"26350","ENSG00000160951","PTGER1",0,0,0,0,0,0
"26351","ENSG00000123159","GIPC1",68,107,73,773,105,227
"26352","ENSG00000224543","SNRPGP15",5,6,2,26,5,9
"26353","ENSG00000132002","DNAJB1",452,7442,4595,2038,552,5627
"26354","ENSG00000099797","TECR",337,583,470,1962,413,1718
"26355","ENSG00000207707","MIR639",0,0,0,0,0,0
"26356","ENSG00000099795","NDUFB7",104,258,183,604,107,391
"26357","ENSG00000187912","CLEC17A",3,7,1,14,6,1
"26358","ENSG00000243488","RN7SL337P",0,0,0,0,0,0
"26359","ENSG00000243066","RN7SL842P",0,0,0,0,0,0
"26360","ENSG00000131355","EMR3",45,141,5,60,130,29
"26361","ENSG00000269378","ITGB1P1",29,26,20,67,24,40
"26362","ENSG00000160961","ZNF333",454,617,363,607,221,761
"26363","ENSG00000268550","AC090427.1",5,8,1,6,2,2
"26364","ENSG00000127507","EMR2",1445,1012,433,765,126,696
"26365","ENSG00000256210","AC005255.3",10,25,21,33,10,7
"26366","ENSG00000188269","OR7A5",0,0,0,0,0,0
"26367","ENSG00000127530","OR7C1",0,0,0,0,0,0
"26368","ENSG00000127515","OR7A10",0,0,0,0,0,0
"26369","ENSG00000269552","AC005255.5",0,0,0,0,0,0
"26370","ENSG00000172148","AC005255.6",0,0,0,0,0,0
"26371","ENSG00000185385","OR7A17",0,0,0,0,0,0
"26372","ENSG00000269678","OR7A18P",0,0,0,0,0,0
"26373","ENSG00000268834","OR7A1P",0,0,0,0,0,0
"26374","ENSG00000269787","OR7A3P",0,0,0,0,0,0
"26375","ENSG00000198367","OR7A11P",0,0,0,0,0,0
"26376","ENSG00000176923","OR7A15P",0,0,0,0,0,0
"26377","ENSG00000127529","OR7C2",0,0,0,0,0,0
"26378","ENSG00000105143","SLC1A6",0,0,0,0,0,0
"26379","ENSG00000160994","CCDC105",0,0,0,0,0,0
"26380","ENSG00000105141","CASP14",0,0,0,0,0,0
"26381","ENSG00000223201","AC004699.1",0,0,0,0,0,0
"26382","ENSG00000094661","OR1I1",0,0,0,0,0,0
"26383","ENSG00000105137","SYDE1",0,0,0,2,1,1
"26384","ENSG00000105135","ILVBL",197,274,198,844,191,556
"26385","ENSG00000268564","AC003956.1",2,4,3,11,1,7
"26386","ENSG00000267961","OR10B1P",0,0,0,0,0,0
"26387","ENSG00000252661","RNU6-782P",0,0,0,0,0,0
"26388","ENSG00000074181","NOTCH3",682,616,134,122,123,587
"26389","ENSG00000269635","AC004257.1",0,0,0,0,0,0
"26390","ENSG00000105131","EPHX3",15,15,11,11,6,21
"26391","ENSG00000270143","AC004257.3",17,20,6,22,11,22
"26392","ENSG00000141867","BRD4",1021,1501,519,2586,605,1403
"26393","ENSG00000270802","AC005776.1",1,0,0,2,0,1
"26394","ENSG00000273218","LLNLR-246C6.1",4,5,4,8,0,4
"26395","ENSG00000105127","AKAP8",255,507,415,1043,296,967
"26396","ENSG00000268189","AC005785.2",3,12,7,6,1,20
"26397","ENSG00000011243","AKAP8L",498,663,344,1106,361,1020
"26398","ENSG00000011451","WIZ",209,251,120,1114,205,495
"26399","ENSG00000269782","MIR1470",0,0,0,0,0,0
"26400","ENSG00000105122","RASAL3",97,136,33,417,89,227
"26401","ENSG00000161031","PGLYRP2",0,0,0,0,0,0
"26402","ENSG00000171954","CYP4F22",6,4,0,3,0,0
"26403","ENSG00000269765","CTB-187L3.1",0,1,0,0,0,0
"26404","ENSG00000269516","CYP4F23P",0,0,0,0,0,0
"26405","ENSG00000267135","AD000091.3",0,0,0,0,0,0
"26406","ENSG00000225067","RPL23AP2",3,1,1,5,3,6
"26407","ENSG00000266951","AD000091.2",0,0,0,0,0,0
"26408","ENSG00000186526","CYP4F8",0,0,0,0,0,0
"26409","ENSG00000186529","CYP4F3",0,0,0,8,0,3
"26410","ENSG00000267241","CYP4F10P",0,0,0,0,0,0
"26411","ENSG00000186204","CYP4F12",2,0,0,0,0,0
"26412","ENSG00000171942","OR10H2",0,0,0,0,0,0
"26413","ENSG00000171936","OR10H3",0,0,0,0,0,1
"26414","ENSG00000267594","CYP4F24P",0,0,0,0,0,0
"26415","ENSG00000268673","LLNLR-249E10.1",0,0,0,0,0,0
"26416","ENSG00000172519","OR10H5",0,0,0,0,0,0
"26417","ENSG00000186723","OR10H1",0,0,0,0,0,0
"26418","ENSG00000267235","ZNF861P",0,0,0,0,0,0
"26419","ENSG00000267308","AC004510.3",0,0,0,1,0,0
"26420","ENSG00000214049","UCA1",2,3,0,5,0,2
"26421","ENSG00000267453","AC004791.2",0,0,0,0,0,0
"26422","ENSG00000273330","CYP4F36P",0,0,0,0,0,0
"26423","ENSG00000186115","CYP4F2",0,0,0,25,1,12
"26424","ENSG00000267218","AC005336.5",0,0,0,0,0,0
"26425","ENSG00000267056","AC005336.4",1,0,0,1,0,0
"26426","ENSG00000171903","CYP4F11",0,0,0,8,1,1
"26427","ENSG00000176231","OR10H4",0,0,0,0,0,0
"26428","ENSG00000267392","CYP4F9P",0,0,0,0,0,0
"26429","ENSG00000205396","LINC00661",0,0,1,0,0,2
"26430","ENSG00000167459","LINC00905",0,0,0,0,0,0
"26431","ENSG00000267609","SNX33P1",0,0,0,0,0,0
"26432","ENSG00000267450","OR1AB1P",0,0,0,0,0,0
"26433","ENSG00000267517","CTD-2231E14.4",0,0,0,0,0,0
"26434","ENSG00000167460","TPM4",3400,5343,3177,17471,2472,8532
"26435","ENSG00000267373","CTD-2231E14.5",0,1,0,0,0,0
"26436","ENSG00000167461","RAB8A",597,736,486,2113,357,1201
"26437","ENSG00000269243","CTD-2231E14.8",4,9,8,12,1,9
"26438","ENSG00000196684","HSH2D",111,178,126,335,69,357
"26439","ENSG00000141977","CIB3",0,0,1,0,0,0
"26440","ENSG00000105058","FAM32A",587,850,604,2125,581,1698
"26441","ENSG00000267033","CTD-2562J15.4",1,4,2,11,1,4
"26442","ENSG00000072958","AP1M1",485,706,399,1717,376,1157
"26443","ENSG00000267275","CTD-2562J15.6",2,0,0,3,0,2
"26444","ENSG00000127528","KLF2",166,133,66,362,107,214
"26445","ENSG00000127527","EPS15L1",334,473,308,925,338,764
"26446","ENSG00000243745","RN7SL844P",1,3,1,9,1,5
"26447","ENSG00000240418","CTD-2013N17.1",0,1,2,1,0,4
"26448","ENSG00000267703","CTD-2013N17.4",0,0,0,0,0,0
"26449","ENSG00000269058","CALR3",0,0,2,0,0,0
"26450","ENSG00000141979","CTD-3222D19.2",0,0,0,0,0,0
"26451","ENSG00000105072","C19orf44",13,20,13,50,9,43
"26452","ENSG00000085872","CHERP",201,425,189,737,212,526
"26453","ENSG00000240106","RN7SL146P",0,1,0,2,0,0
"26454","ENSG00000269399","CTD-3222D19.7",2,5,1,5,5,11
"26455","ENSG00000127526","SLC35E1",772,1045,561,1545,451,1520
"26456","ENSG00000268309","CTD-3222D19.11",0,0,0,0,0,0
"26457","ENSG00000269085","CTD-3222D19.10",0,0,0,0,0,0
"26458","ENSG00000105085","MED26",42,121,61,143,43,171
"26459","ENSG00000268790","CTC-429P9.4",0,0,1,0,0,0
"26460","ENSG00000269578","CTD-3222D19.5",1,2,2,4,0,2
"26461","ENSG00000268087","CTC-429P9.2",21,16,8,79,25,76
"26462","ENSG00000269427","CTC-429P9.1",15,11,0,68,14,42
"26463","ENSG00000214046","SMIM7",212,187,96,757,191,473
"26464","ENSG00000269044","CTC-429P9.3",42,65,25,177,42,200
"26465","ENSG00000267904","CTC-429P9.5",24,30,7,81,13,81
"26466","ENSG00000072954","TMEM38A",17,44,27,39,16,58
"26467","ENSG00000269419","CTD-2538G9.3",0,0,0,0,0,0
"26468","ENSG00000188039","NWD1",7,4,5,0,0,1
"26469","ENSG00000269799","CTD-2538G9.6",0,0,0,0,0,0
"26470","ENSG00000127511","SIN3B",389,586,254,1733,329,917
"26471","ENSG00000268743","CTD-2538G9.5",4,4,4,0,1,5
"26472","ENSG00000127533","F2RL3",0,3,0,15,1,1
"26473","ENSG00000160111","CPAMD8",41,55,22,94,14,58
"26474","ENSG00000264250","RN7SL835P",0,0,0,0,0,0
"26475","ENSG00000263595","RN7SL823P",0,0,0,0,0,0
"26476","ENSG00000268985","CTD-2528A14.1",0,0,0,0,0,0
"26477","ENSG00000131351","HAUS8",77,129,61,135,36,108
"26478","ENSG00000268289","CTD-2528A14.3",0,3,0,0,0,3
"26479","ENSG00000099331","MYO9B",3790,9149,3165,10006,3091,6708
"26480","ENSG00000269066","CTD-2528A14.5",1,0,1,0,0,1
"26481","ENSG00000268056","CTD-3032J10.2",0,5,6,2,0,1
"26482","ENSG00000269836","CTD-3032J10.4",3,3,1,9,2,1
"26483","ENSG00000269480","CTD-3032J10.3",3,5,3,2,0,3
"26484","ENSG00000053501","USE1",126,124,70,232,58,194
"26485","ENSG00000099330","OCEL1",75,94,57,336,53,193
"26486","ENSG00000160113","NR2F6",67,55,39,190,37,128
"26487","ENSG00000269095","AC010646.3",0,0,0,0,0,0
"26488","ENSG00000130307","USHBP1",7,5,2,12,4,5
"26489","ENSG00000105393","BABAM1",106,107,105,420,85,301
"26490","ENSG00000269307","CTD-2278I10.6",0,0,0,0,0,0
"26491","ENSG00000160117","ANKLE1",24,12,14,39,6,31
"26492","ENSG00000127220","ABHD8",146,215,85,401,107,239
"26493","ENSG00000130312","MRPL34",180,179,210,715,127,471
"26494","ENSG00000269815","CTD-2278I10.4",3,7,5,22,8,15
"26495","ENSG00000130311","DDA1",202,338,173,603,166,395
"26496","ENSG00000074855","ANO8",234,437,139,851,218,394
"26497","ENSG00000130299","GTPBP3",83,141,72,582,164,345
"26498","ENSG00000130300","PLVAP",1,11,8,0,1,4
"26499","ENSG00000269350","CTD-2278I10.1",0,0,0,0,1,0
"26500","ENSG00000269720","CTD-2521M24.5",8,6,7,7,2,3
"26501","ENSG00000130303","BST2",403,876,487,2344,638,1016
"26502","ENSG00000269640","CTD-2521M24.9",77,102,87,172,50,90
"26503","ENSG00000141971","MVB12A",136,210,100,427,98,325
"26504","ENSG00000269481","CTD-2521M24.6",2,4,2,8,3,7
"26505","ENSG00000254503","CTD-2521M24.4",21,19,3,33,9,11
"26506","ENSG00000269053","CTD-2521M24.8",0,0,0,0,0,0
"26507","ENSG00000188051","TMEM221",1,4,1,3,0,1
"26508","ENSG00000269035","CTD-2521M24.10",0,0,0,0,0,0
"26509","ENSG00000269736","CTD-2521M24.11",0,0,0,0,0,0
"26510","ENSG00000171773","NXNL1",0,0,0,0,0,0
"26511","ENSG00000222805","AC010319.1",0,0,0,0,0,0
"26512","ENSG00000130304","SLC27A1",388,469,269,658,248,951
"26513","ENSG00000269439","CTD-3131K8.2",34,37,17,31,6,29
"26514","ENSG00000130313","PGLS",224,319,218,849,151,738
"26515","ENSG00000269161","CTD-3131K8.3",1,1,0,1,0,3
"26516","ENSG00000167483","FAM129C",6,2,2,41,6,15
"26517","ENSG00000130309","COLGALT1",5427,6279,1809,9503,2275,5776
"26518","ENSG00000243771","CTD-3131K8.1",0,0,0,0,0,0
"26519","ENSG00000130477","UNC13A",27,0,4,219,7,2
"26520","ENSG00000269752","CTD-3149D2.3",0,0,0,0,0,0
"26521","ENSG00000130479","MAP1S",611,856,334,2352,420,1456
"26522","ENSG00000268112","CTD-3149D2.4",0,0,0,0,0,0
"26523","ENSG00000130475","FCHO1",309,355,177,1649,326,1122
"26524","ENSG00000179913","B3GNT3",1,0,0,0,0,0
"26525","ENSG00000248099","INSL3",3,2,3,1,0,1
"26526","ENSG00000105639","JAK3",332,204,232,530,43,166
"26527","ENSG00000105640","RPL18A",1258,2327,1383,3803,1120,4315
"26528","ENSG00000207166","SNORA68",0,0,0,0,0,0
"26529","ENSG00000105641","SLC5A5",2,0,0,4,0,0
"26530","ENSG00000007080","CCDC124",158,317,190,624,161,464
"26531","ENSG00000105642","KCNN1",5,5,1,23,3,8
"26532","ENSG00000252591","RNA5SP468",0,0,0,0,0,0
"26533","ENSG00000105643","ARRDC2",729,1243,467,1634,593,1747
"26534","ENSG00000268032","CTB-52I2.4",22,22,11,53,19,44
"26535","ENSG00000268623","CTB-52I2.3",0,0,0,0,0,0
"26536","ENSG00000243455","RPS18P13",1,0,0,1,0,0
"26537","ENSG00000096996","IL12RB1",72,79,46,327,20,40
"26538","ENSG00000099308","MAST3",424,1000,142,1083,413,566
"26539","ENSG00000269145","AC007192.6",0,0,0,0,0,0
"26540","ENSG00000105647","PIK3R2",3,3,0,1,0,1
"26541","ENSG00000268173","PIK3R2",0,0,1,0,0,0
"26542","ENSG00000216490","IFI30",37,132,48,46,11,65
"26543","ENSG00000254858","MPV17L2",70,132,75,197,49,128
"26544","ENSG00000105649","RAB3A",8,29,7,34,8,37
"26545","ENSG00000268650","AC068499.10",0,0,0,0,0,1
"26546","ENSG00000105650","PDE4C",1,1,4,0,0,0
"26547","ENSG00000130518","KIAA1683",38,69,21,76,23,88
"26548","ENSG00000130522","JUND",1464,1967,871,1747,564,1572
"26549","ENSG00000267959","MIR3188",0,0,0,0,0,0
"26550","ENSG00000241464","RPL39P38",0,2,0,2,2,4
"26551","ENSG00000130520","LSM4",393,635,302,1351,416,839
"26552","ENSG00000239821","RN7SL513P",0,0,0,0,0,0
"26553","ENSG00000130517","PGPEP1",526,889,153,1370,477,1198
"26554","ENSG00000130513","GDF15",49,99,36,9,4,43
"26555","ENSG00000264175","MIR3189",0,0,0,0,0,0
"26556","ENSG00000175489","LRRC25",433,1397,780,1325,381,1438
"26557","ENSG00000221167","AC008397.1",0,0,0,0,0,0
"26558","ENSG00000130511","SSBP4",248,409,239,981,226,657
"26559","ENSG00000105655","ISYNA1",55,83,37,481,124,373
"26560","ENSG00000268199","CTD-3137H5.1",1,4,3,6,4,18
"26561","ENSG00000105656","ELL",323,486,201,982,281,604
"26562","ENSG00000256989","AC010335.1",0,0,0,0,0,0
"26563","ENSG00000268938","AC005387.3",7,4,0,6,3,7
"26564","ENSG00000105701","FKBP8",1289,2428,1389,4941,1673,4621
"26565","ENSG00000269191","AC005387.2",7,5,2,5,0,7
"26566","ENSG00000105700","KXD1",498,658,388,1201,283,1017
"26567","ENSG00000268030","AC005253.2",36,45,37,52,32,68
"26568","ENSG00000268983","AC005253.4",0,0,0,0,0,0
"26569","ENSG00000221983","UBA52",2613,3978,2900,7240,2296,8830
"26570","ENSG00000006016","CRLF1",8,9,4,4,2,20
"26571","ENSG00000006015","C19orf60",133,170,157,826,89,548
"26572","ENSG00000105696","TMEM59L",0,1,0,0,0,2
"26573","ENSG00000263490","RN7SL155P",0,0,0,0,0,0
"26574","ENSG00000167487","KLHL26",148,182,98,197,49,197
"26575","ENSG00000105662","CRTC1",138,179,91,507,115,344
"26576","ENSG00000105664","COMP",0,1,0,0,0,0
"26577","ENSG00000005007","UPF1",516,889,390,2076,499,1188
"26578","ENSG00000130283","GDF1",0,0,0,0,0,0
"26579","ENSG00000223802","CERS1",0,0,0,0,0,1
"26580","ENSG00000269694","AC005197.2",0,0,0,0,0,0
"26581","ENSG00000105669","COPE",513,811,601,1851,407,1141
"26582","ENSG00000268193","AC002985.3",0,0,0,0,0,0
"26583","ENSG00000105671","DDX49",159,266,217,581,104,560
"26584","ENSG00000051128","HOMER3",103,205,95,347,81,265
"26585","ENSG00000269019","AC005932.1",5,2,2,8,0,6
"26586","ENSG00000241172","RN7SL70P",0,0,0,0,0,0
"26587","ENSG00000064607","SUGP2",680,868,407,2945,611,1574
"26588","ENSG00000269131","AC004447.2",41,48,25,164,41,121
"26589","ENSG00000105676","ARMC6",29,40,42,639,55,200
"26590","ENSG00000181035","SLC25A42",12,27,13,111,26,88
"26591","ENSG00000064545","TMEM161A",59,114,61,361,105,283
"26592","ENSG00000064489","MEF2BNB-MEF2B",0,0,1,0,0,2
"26593","ENSG00000213999","MEF2B",0,5,2,11,0,11
"26594","ENSG00000254901","MEF2BNB",66,64,36,273,35,102
"26595","ENSG00000064490","RFXANK",122,210,144,398,131,291
"26596","ENSG00000184162","NR2C2AP",58,96,49,120,32,150
"26597","ENSG00000130287","NCAN",0,0,0,0,0,0
"26598","ENSG00000252973","RNU6-1028P",0,0,0,0,0,0
"26599","ENSG00000187664","HAPLN4",0,0,0,0,0,0
"26600","ENSG00000267629","AC138430.4",0,0,0,0,0,0
"26601","ENSG00000213996","TM6SF2",0,0,0,0,0,0
"26602","ENSG00000105705","SUGP1",163,232,163,603,149,408
"26603","ENSG00000129933","MAU2",580,845,379,1772,468,1236
"26604","ENSG00000167491","GATAD2A",729,1249,611,1900,407,1165
"26605","ENSG00000267234","CTB-184G21.3",0,0,0,0,0,0
"26606","ENSG00000207821","MIR640",0,0,0,0,0,0
"26607","ENSG00000178093","TSSK6",23,26,14,31,7,24
"26608","ENSG00000186010","NDUFA13",33,33,19,70,13,58
"26609","ENSG00000258674","CTC-260F20.3",0,0,0,0,0,0
"26610","ENSG00000250067","YJEFN3",71,75,21,44,23,38
"26611","ENSG00000160161","CILP2",4,24,2,1,2,2
"26612","ENSG00000105717","PBX4",12,14,8,13,7,12
"26613","ENSG00000267178","PHF5CP",0,0,1,0,0,0
"26614","ENSG00000259242","AC002306.1",0,0,0,1,0,0
"26615","ENSG00000064547","LPAR2",303,665,104,409,309,504
"26616","ENSG00000089639","GMIP",1061,1351,438,3637,793,1900
"26617","ENSG00000105726","ATP13A1",602,775,387,2836,452,1444
"26618","ENSG00000181896","ZNF101",114,136,78,313,71,219
"26619","ENSG00000271283","CTC-412M14.6",0,0,0,0,0,0
"26620","ENSG00000270402","CTC-412M14.5",1,0,1,0,2,1
"26621","ENSG00000105708","ZNF14",36,94,53,76,51,140
"26622","ENSG00000271499","CTC-559E9.9",0,0,0,0,1,0
"26623","ENSG00000266904","LINC00663",12,9,6,12,10,23
"26624","ENSG00000267581","CTC-559E9.4",0,0,0,0,0,0
"26625","ENSG00000267693","CTC-559E9.2",0,0,0,0,0,0
"26626","ENSG00000267419","CTC-559E9.6",4,5,5,16,2,5
"26627","ENSG00000081665","ZNF506",104,117,53,232,66,189
"26628","ENSG00000267481","CTC-559E9.5",12,8,9,35,5,31
"26629","ENSG00000270325","CTC-559E9.12",0,0,0,0,0,0
"26630","ENSG00000256771","ZNF253",37,22,10,98,36,44
"26631","ENSG00000270270","CTC-559E9.10",2,0,0,2,1,5
"26632","ENSG00000265339","AC011477.1",0,0,0,0,0,0
"26633","ENSG00000267565","CTC-559E9.8",2,3,0,5,0,4
"26634","ENSG00000184635","ZNF93",50,52,33,132,55,84
"26635","ENSG00000267268","AC007204.2",0,0,0,0,0,0
"26636","ENSG00000268461","AC007204.1",0,0,0,0,0,1
"26637","ENSG00000197124","ZNF682",10,13,11,28,6,29
"26638","ENSG00000264441","AC006539.1",0,0,0,2,0,0
"26639","ENSG00000268070","AC006539.3",1,2,0,0,0,1
"26640","ENSG00000269154","AC006539.4",0,0,0,0,0,0
"26641","ENSG00000213988","ZNF90",14,12,5,20,18,33
"26642","ENSG00000240673","AC006539.2",0,0,0,0,1,4
"26643","ENSG00000224864","CTC-260E6.2",1,0,0,0,0,0
"26644","ENSG00000267383","CTC-260E6.6",2,1,1,3,2,6
"26645","ENSG00000267220","CTC-260E6.9",0,0,0,0,0,0
"26646","ENSG00000270716","CTC-260E6.11",0,0,0,1,0,0
"26647","ENSG00000256229","ZNF486",58,25,17,71,13,52
"26648","ENSG00000267641","CTC-260E6.8",0,0,2,1,1,4
"26649","ENSG00000267771","CTC-260E6.7",0,0,1,0,0,0
"26650","ENSG00000271524","CTC-260E6.10",0,0,0,1,0,0
"26651","ENSG00000268620","AC078899.4",0,0,0,0,0,0
"26652","ENSG00000213985","AC078899.1",30,21,27,78,17,36
"26653","ENSG00000269055","AC078899.2",0,0,0,0,0,0
"26654","ENSG00000269274","AC078899.3",0,0,0,0,0,0
"26655","ENSG00000266609","AC078899.8",0,0,0,0,0,0
"26656","ENSG00000271638","CTC-575C13.2",0,0,0,0,0,0
"26657","ENSG00000231205","ZNF826P",9,14,11,19,3,16
"26658","ENSG00000271704","CTC-575C13.1",0,0,0,0,0,0
"26659","ENSG00000221181","AC078899.5",0,0,0,0,0,0
"26660","ENSG00000238517","MIR1270-1",0,0,0,0,0,0
"26661","ENSG00000221147","MIR1270-2",0,0,0,0,0,0
"26662","ENSG00000269372","CTC-513N18.4",1,0,0,0,0,0
"26663","ENSG00000268174","CTC-513N18.5",0,0,0,2,0,1
"26664","ENSG00000269043","CTC-513N18.6",0,0,0,0,0,0
"26665","ENSG00000268335","CTC-513N18.3",0,0,0,0,0,0
"26666","ENSG00000237440","ZNF737",34,16,12,97,26,44
"26667","ENSG00000269110","CTC-513N18.7",0,0,0,0,1,0
"26668","ENSG00000268272","VN1R78P",0,0,0,0,0,0
"26669","ENSG00000268560","CTD-2332E11.2",0,0,0,0,0,0
"26670","ENSG00000188171","ZNF626",7,8,5,27,10,14
"26671","ENSG00000269779","CTD-2542C24.2",0,0,0,0,0,0
"26672","ENSG00000268416","CTD-2626G11.2",0,0,0,0,0,0
"26673","ENSG00000269885","VN1R79P",0,0,0,0,0,0
"26674","ENSG00000160229","ZNF66",8,7,2,32,4,9
"26675","ENSG00000269040","CTD-2626G11.3",0,0,0,2,1,1
"26676","ENSG00000266156","AC010329.1",1,2,0,0,1,0
"26677","ENSG00000269373","CTD-2542C24.3",0,0,0,0,0,0
"26678","ENSG00000105750","ZNF85",14,20,14,72,46,49
"26679","ENSG00000269012","KRT18P40",0,0,0,0,0,0
"26680","ENSG00000269147","CTD-2542C24.7",0,0,0,0,0,1
"26681","ENSG00000268326","CTD-2542C24.8",0,0,0,0,0,0
"26682","ENSG00000118620","ZNF430",219,204,162,303,106,282
"26683","ENSG00000271598","CTD-2542C24.9",0,1,0,2,0,0
"26684","ENSG00000265650","AC012627.1",0,0,0,1,0,1
"26685","ENSG00000268598","VN1R80P",2,0,0,0,0,0
"26686","ENSG00000160352","ZNF714",151,90,78,313,55,173
"26687","ENSG00000201035","RNA5SP469",0,0,0,0,0,0
"26688","ENSG00000256240","AC010620.1",0,0,0,0,0,0
"26689","ENSG00000268357","VN1R81P",2,0,2,7,1,8
"26690","ENSG00000196705","ZNF431",173,237,128,441,151,307
"26691","ENSG00000240522","RPL7AP10",13,10,10,40,14,29
"26692","ENSG00000268995","VN1R82P",2,2,1,13,5,4
"26693","ENSG00000268892","CTD-3233P19.8",0,0,0,0,0,1
"26694","ENSG00000269839","CTD-3233P19.7",0,0,0,0,0,0
"26695","ENSG00000242291","RPL36AP51",0,0,0,0,0,0
"26696","ENSG00000268747","CTD-3030D20.1",0,0,0,0,0,0
"26697","ENSG00000268521","VN1R83P",9,4,3,12,3,3
"26698","ENSG00000182141","ZNF708",65,121,72,203,54,133
"26699","ENSG00000268322","CTD-3030D20.2",0,1,2,3,4,2
"26700","ENSG00000172687","ZNF738",35,42,38,183,44,108
"26701","ENSG00000268731","CTD-2561J22.1",0,1,0,0,0,0
"26702","ENSG00000213976","CTD-2561J22.2",8,9,2,41,6,3
"26703","ENSG00000196268","ZNF493",57,76,37,97,46,132
"26704","ENSG00000269237","CTD-2561J22.3",0,0,0,0,0,0
"26705","ENSG00000268119","CTD-2561J22.5",0,4,1,0,1,4
"26706","ENSG00000268658","LINC00664",0,1,2,1,0,2
"26707","ENSG00000197013","ZNF429",52,83,30,82,31,86
"26708","ENSG00000268705","CTD-2561J22.6",0,2,0,0,1,0
"26709","ENSG00000268081","RP11-678G14.2",1,3,1,2,0,0
"26710","ENSG00000268555","RP11-678G14.3",0,0,1,0,0,1
"26711","ENSG00000268240","RP11-678G14.4",0,0,0,0,0,1
"26712","ENSG00000271182","RP11-678G14.5",0,0,0,0,1,1
"26713","ENSG00000268278","RP11-420K14.1",0,0,0,0,0,0
"26714","ENSG00000268433","RP11-420K14.2",0,0,0,0,0,0
